N,forward,backward,random
65.2188,8,8,11
65.2383,8,8,12
65.2578,8,8,12
65.2773,8,8,12
65.2969,8,8,12
65.3164,8,8,12
65.3359,8,8,12
65.3555,8,8,12
65.375,8,8,12
65.3945,8,8,12
65.4141,8,8,11
65.4336,8,8,12
65.4531,8,8,8
65.4727,8,8,12
65.4922,8,8,12
65.5117,8,8,12
65.5312,8,8,12
65.5508,8,8,12
65.5703,8,8,12
65.5898,8,8,12
65.6094,8,8,12
65.6289,8,8,10
65.6484,8,8,12
65.668,8,8,12
65.6875,8,8,9
65.707,8,8,12
65.7266,8,8,12
65.7461,8,8,12
65.7656,8,8,12
65.7852,8,8,12
65.8047,8,8,12
65.8242,8,8,12
65.8438,8,8,12
65.8633,8,8,12
65.8828,8,8,12
65.9023,8,8,12
65.9219,8,8,12
65.9414,8,8,12
65.9609,8,8,12
65.9805,8,8,12
66,8,8,12
66.0195,8,8,12
66.0391,8,8,12
66.0586,8,8,12
66.0781,8,8,9
66.0977,8,8,12
66.1172,8,8,12
66.1367,8,8,12
66.1562,8,8,12
66.1758,8,8,12
66.1953,8,8,12
66.2148,8,8,12
66.2344,8,8,12
66.2539,8,8,12
66.2734,8,8,8
66.293,8,8,12
66.3125,8,8,12
66.332,8,8,12
66.3516,8,8,12
66.3711,8,8,12
66.3906,8,8,12
66.4102,8,8,12
66.4297,8,8,11
66.4492,8,8,12
66.4688,8,8,12
66.4883,8,8,12
66.5078,8,8,12
66.5273,8,8,12
66.5469,8,8,12
66.5664,8,8,12
66.5859,8,8,12
66.6055,8,8,12
66.625,8,8,12
66.6445,8,8,11
66.6641,8,8,12
66.6836,8,8,12
66.7031,8,8,12
66.7227,8,8,12
66.7422,8,8,9
66.7617,8,8,12
66.7812,8,8,12
66.8008,8,8,10
66.8203,8,8,11
66.8398,8,8,12
66.8594,8,8,12
66.8789,8,8,8
66.8984,8,8,12
66.918,8,8,12
66.9375,8,8,12
66.957,8,8,12
66.9766,8,8,12
66.9961,8,8,12
67.0156,8,8,12
67.0352,8,8,12
67.0547,8,8,8
67.0742,8,8,12
67.0938,8,8,11
67.1133,8,8,12
67.1328,8,8,12
67.1523,8,8,12
67.1719,8,8,12
67.1914,8,8,12
67.2109,8,8,9
67.2305,8,8,12
67.25,8,8,12
67.2695,8,8,12
67.2891,8,8,12
67.3086,8,8,12
67.3281,8,8,12
67.3477,8,8,12
67.3672,8,8,12
67.3867,8,8,12
67.4062,8,8,11
67.4258,8,8,12
67.4453,8,8,12
67.4648,8,8,8
67.4844,8,8,12
67.5039,8,8,12
67.5234,8,8,9
67.543,8,8,12
67.5625,8,8,12
67.582,8,8,12
67.6016,8,8,12
67.6211,8,8,13
67.6406,8,8,12
67.6602,8,8,12
67.6797,8,8,12
67.6992,8,8,9
67.7188,8,8,10
67.7383,8,8,9
67.7578,8,8,12
67.7773,8,8,8
67.7969,8,8,11
67.8164,8,8,12
67.8359,8,8,12
67.8555,8,8,12
67.875,8,8,12
67.8945,8,8,13
67.9141,8,8,12
67.9336,8,8,13
67.9531,8,8,12
67.9727,8,8,12
67.9922,8,8,12
68.0117,8,8,12
68.0312,8,8,13
68.0508,8,8,11
68.0703,8,8,13
68.0898,8,8,12
68.1094,8,8,12
68.1289,8,8,12
68.1484,8,8,12
68.168,8,8,12
68.1875,8,8,12
68.207,8,8,8
68.2266,8,8,13
68.2461,8,8,12
68.2656,8,8,12
68.2852,8,8,13
68.3047,8,8,13
68.3242,8,8,10
68.3438,8,8,12
68.3633,8,8,13
68.3828,8,8,13
68.4023,8,8,13
68.4219,8,8,13
68.4414,8,8,13
68.4609,8,8,13
68.4805,8,8,13
68.5,8,8,12
68.5195,8,8,12
68.5391,8,8,12
68.5586,8,8,12
68.5781,8,8,12
68.5977,8,8,13
68.6172,8,8,13
68.6367,8,8,12
68.6562,8,8,13
68.6758,8,8,12
68.6953,8,8,13
68.7148,8,8,13
68.7344,8,8,13
68.7539,8,8,13
68.7734,8,8,12
68.793,8,8,12
68.8125,8,8,13
68.832,8,8,12
68.8516,8,8,13
68.8711,8,8,13
68.8906,8,8,13
68.9102,8,8,13
68.9297,8,8,13
68.9492,8,8,13
68.9688,8,8,13
68.9883,8,8,13
69.0078,8,8,12
69.0273,8,8,8
69.0469,8,8,13
69.0664,8,8,12
69.0859,8,8,13
69.1055,8,8,13
69.125,8,8,9
69.1445,8,8,13
69.1641,8,8,13
69.1836,8,8,13
69.2031,8,8,12
69.2227,8,8,13
69.2422,8,8,13
69.2617,8,8,11
69.2812,8,8,13
69.3008,8,8,13
69.3203,8,8,9
69.3398,8,8,13
69.3594,8,8,13
69.3789,8,8,13
69.3984,8,8,13
69.418,8,8,12
69.4375,8,8,13
69.457,8,8,13
69.4766,8,8,10
69.4961,8,8,13
69.5156,8,8,13
69.5352,8,8,13
69.5547,8,8,13
69.5742,8,8,13
69.5938,8,8,13
69.6133,8,8,13
69.6328,8,8,12
69.6523,8,8,13
69.6719,8,8,13
69.6914,8,8,13
69.7109,8,8,9
69.7305,8,8,12
69.75,8,8,13
69.7695,8,8,13
69.7891,8,8,13
69.8086,8,8,13
69.8281,8,8,12
69.8477,8,8,12
69.8672,8,8,11
69.8867,8,8,13
69.9062,8,8,13
69.9258,8,8,8
69.9453,8,8,9
69.9648,8,8,13
69.9844,8,8,12
70.0039,8,8,13
70.0234,8,8,13
70.043,8,8,13
70.0625,8,8,13
70.082,8,8,13
70.1016,8,8,13
70.1211,8,8,8
70.1406,8,8,13
70.1602,8,8,13
70.1797,8,8,13
70.1992,8,8,13
70.2188,8,8,13
70.2383,8,8,13
70.2578,8,8,8
70.2773,8,8,13
70.2969,8,8,13
70.3164,8,8,13
70.3359,8,8,12
70.3555,8,8,8
70.375,8,8,13
70.3945,8,8,13
70.4141,8,8,13
70.4336,8,8,12
70.4531,8,8,13
70.4727,8,8,13
70.4922,8,8,13
70.5117,8,8,13
70.5312,8,8,13
70.5508,8,8,13
70.5703,8,8,13
70.5898,8,8,13
70.6094,8,8,13
70.6289,8,8,13
70.6484,8,8,13
70.668,8,8,13
70.6875,8,8,8
70.707,8,8,13
70.7266,8,8,12
70.7461,8,8,13
70.7656,8,8,13
70.7852,8,8,13
70.8047,8,8,8
70.8242,8,8,13
70.8438,8,8,13
70.8633,8,8,13
70.8828,8,8,13
70.9023,8,8,13
70.9219,8,8,13
70.9414,8,8,13
70.9609,8,8,13
70.9805,8,8,13
71,8,8,8
71.0195,8,8,13
71.0391,8,8,8
71.0586,8,8,13
71.0781,8,8,13
71.0977,8,8,13
71.1172,8,8,13
71.1367,8,8,12
71.1562,8,8,13
71.1758,8,8,13
71.1953,8,8,13
71.2148,8,8,13
71.2344,8,8,13
71.2539,8,8,13
71.2734,8,8,13
71.293,8,8,9
71.3125,8,8,9
71.332,8,8,13
71.3516,8,8,12
71.3711,8,8,13
71.3906,8,8,13
71.4102,8,8,13
71.4297,8,8,13
71.4492,8,8,11
71.4688,8,8,8
71.4883,8,8,13
71.5078,8,8,12
71.5273,8,8,13
71.5469,8,8,13
71.5664,8,8,13
71.5898,8,8,13
71.6133,8,8,13
71.6367,8,8,13
71.6602,8,8,13
71.6836,8,8,13
71.707,8,8,13
71.7305,8,8,13
71.7539,8,8,13
71.7773,8,8,13
71.8008,8,8,13
71.8242,8,8,13
71.8477,8,8,13
71.8711,8,8,13
71.8945,8,8,13
71.918,8,8,10
71.9414,8,8,13
71.9648,8,8,13
71.9883,8,8,13
72.0117,8,8,13
72.0352,8,8,13
72.0586,8,8,13
72.082,8,8,9
72.1055,8,8,13
72.1289,8,8,13
72.1523,8,8,13
72.1758,8,8,13
72.1992,8,8,13
72.2227,8,8,13
72.2461,8,8,13
72.2695,8,8,13
72.293,8,8,13
72.3164,8,8,13
72.3398,8,8,13
72.3633,8,8,13
72.3867,8,8,13
72.4102,8,8,13
72.4336,8,8,13
72.457,8,8,13
72.4805,8,8,13
72.5039,8,8,13
72.5273,8,8,13
72.5508,8,8,13
72.5742,8,8,11
72.5977,8,8,13
72.6211,8,8,13
72.6445,8,8,13
72.668,8,8,13
72.6914,8,8,13
72.7148,8,8,13
72.7383,8,8,13
72.7617,8,8,13
72.7852,8,8,10
72.8086,8,8,13
72.832,8,8,13
72.8555,8,8,13
72.8789,8,8,13
72.9023,8,8,13
72.9258,8,8,13
72.9492,8,8,8
72.9727,8,8,13
72.9961,8,8,13
73.0195,8,8,13
73.043,8,8,13
73.0664,8,8,9
73.0898,8,8,13
73.1133,8,8,13
73.1367,8,8,13
73.1602,8,8,13
73.1836,8,8,13
73.207,8,8,13
73.2305,8,8,13
73.2539,8,8,13
73.2773,8,8,13
73.3008,8,8,13
73.3242,8,8,13
73.3477,8,8,13
73.3711,8,8,11
73.3945,8,8,12
73.418,8,8,12
73.4414,8,8,13
73.4648,8,8,13
73.4883,8,8,13
73.5117,8,8,13
73.5352,8,8,13
73.5586,8,8,13
73.582,8,8,13
73.6055,8,8,13
73.6289,8,8,13
73.6523,8,8,13
73.6758,8,8,13
73.6992,8,8,13
73.7227,8,8,8
73.7461,8,8,13
73.7695,8,8,13
73.793,8,8,13
73.8164,8,8,12
73.8398,8,8,13
73.8633,8,8,13
73.8867,8,8,13
73.9102,8,8,12
73.9336,8,8,13
73.957,8,8,13
73.9805,8,8,10
74.0039,8,8,13
74.0273,8,8,13
74.0508,8,8,13
74.0742,8,8,13
74.0977,8,8,13
74.1211,8,8,13
74.1445,8,8,13
74.168,8,8,13
74.1914,8,8,13
74.2148,8,8,13
74.2383,8,8,13
74.2617,8,8,13
74.2852,8,8,13
74.3086,8,8,13
74.332,8,8,13
74.3555,8,8,13
74.3789,8,8,13
74.4023,8,8,13
74.4258,8,8,13
74.4492,8,8,13
74.4727,8,8,13
74.4961,8,8,13
74.5195,8,8,13
74.543,8,8,8
74.5664,8,8,13
74.5898,8,8,13
74.6133,8,8,13
74.6367,8,8,8
74.6602,8,8,13
74.6836,8,8,13
74.707,8,8,13
74.7305,8,8,13
74.7539,8,8,12
74.7773,8,8,13
74.8008,8,8,13
74.8242,8,8,13
74.8477,8,8,13
74.8711,8,8,13
74.8945,8,8,13
74.918,8,8,13
74.9414,8,8,13
74.9648,8,8,13
74.9883,8,8,13
75.0117,8,8,13
75.0352,8,8,12
75.0586,8,8,13
75.082,8,8,12
75.1055,8,8,13
75.1289,8,8,13
75.1523,8,8,12
75.1758,8,8,13
75.1992,8,8,13
75.2227,8,8,13
75.2461,8,8,14
75.2695,8,8,13
75.293,8,8,13
75.3164,8,8,14
75.3398,8,8,11
75.3633,8,8,13
75.3867,8,8,10
75.4102,8,8,13
75.4336,8,8,14
75.457,8,8,13
75.4805,8,8,14
75.5039,8,8,14
75.5273,8,8,14
75.5508,8,8,13
75.5742,8,8,10
75.5977,8,8,13
75.6211,8,8,10
75.6445,8,8,13
75.668,8,8,13
75.6914,8,8,14
75.7148,8,8,14
75.7383,8,8,14
75.7617,8,8,13
75.7852,8,8,9
75.8086,8,8,11
75.832,8,8,13
75.8555,8,8,13
75.8789,8,8,13
75.9023,8,8,14
75.9258,8,8,13
75.9492,8,8,14
75.9727,8,8,14
75.9961,8,8,8
76.0195,8,8,13
76.043,8,8,14
76.0664,8,8,14
76.0898,8,8,14
76.1133,8,8,12
76.1367,8,8,8
76.1602,8,8,14
76.1836,8,8,14
76.207,8,8,13
76.2305,8,8,13
76.2539,8,8,13
76.2773,8,8,14
76.3008,8,8,8
76.3242,8,8,13
76.3477,8,8,13
76.3711,8,8,14
76.3945,8,8,13
76.418,8,8,14
76.4414,8,8,14
76.4648,8,8,12
76.4883,8,8,13
76.5117,8,8,14
76.5352,8,8,14
76.5586,8,8,14
76.582,8,8,14
76.6055,8,8,13
76.6289,8,8,13
76.6523,8,8,14
76.6758,8,8,14
76.6992,8,8,14
76.7227,8,8,14
76.7461,8,8,9
76.7695,8,8,14
76.793,8,8,14
76.8164,8,8,14
76.8398,8,8,14
76.8633,8,8,14
76.8867,8,8,14
76.9102,8,8,14
76.9336,8,8,14
76.957,8,8,14
76.9805,8,8,14
77.0039,8,8,14
77.0273,8,8,14
77.0508,8,8,14
77.0742,8,8,14
77.0977,8,8,12
77.1211,8,8,14
77.1445,8,8,14
77.168,8,8,13
77.1914,8,8,14
77.2148,8,8,14
77.2383,8,8,14
77.2617,8,8,13
77.2852,8,8,14
77.3086,8,8,14
77.332,8,8,14
77.3555,8,8,14
77.3789,8,8,8
77.4023,8,8,14
77.4258,8,8,11
77.4492,8,8,14
77.4727,8,8,14
77.4961,8,8,14
77.5195,8,8,14
77.543,8,8,14
77.5664,8,8,13
77.5898,8,8,14
77.6133,8,8,14
77.6367,8,8,14
77.6602,8,8,13
77.6836,8,8,14
77.707,8,8,14
77.7305,8,8,14
77.7539,8,8,8
77.7773,8,8,9
77.8008,8,8,8
77.8242,8,8,8
77.8477,8,8,14
77.8711,8,8,13
77.8945,8,8,14
77.918,8,8,14
77.9414,8,8,14
77.9648,8,8,14
77.9883,8,8,14
78.0117,8,8,14
78.0352,8,8,14
78.0586,8,8,14
78.082,8,8,14
78.1055,8,8,14
78.1289,8,8,14
78.1523,8,8,14
78.1758,8,8,14
78.1992,8,8,14
78.2227,8,8,14
78.2461,8,8,14
78.2695,8,8,14
78.293,8,8,14
78.3164,8,8,14
78.3398,8,8,14
78.3633,8,8,14
78.3867,8,8,14
78.4141,8,8,14
78.4414,8,8,14
78.4688,8,8,14
78.4961,8,8,14
78.5234,8,8,14
78.5508,8,8,14
78.5781,8,8,14
78.6055,8,8,8
78.6328,8,8,9
78.6602,8,8,14
78.6875,8,8,14
78.7148,8,8,14
78.7422,8,8,14
78.7695,8,8,14
78.7969,8,8,9
78.8242,8,8,14
78.8516,8,8,14
78.8789,8,8,14
78.9062,8,8,14
78.9336,8,8,14
78.9609,8,8,10
78.9883,8,8,8
79.0156,8,8,14
79.043,8,8,14
79.0703,8,8,12
79.0977,8,8,14
79.125,8,8,14
79.1523,8,8,14
79.1797,8,8,14
79.207,8,8,14
79.2344,8,8,14
79.2617,8,8,14
79.2891,8,8,14
79.3164,8,8,14
79.3438,8,8,14
79.3711,8,8,14
79.3984,8,8,14
79.4258,8,8,14
79.4531,8,8,10
79.4805,8,8,14
79.5078,8,8,14
79.5352,8,8,13
79.5625,8,8,14
79.5898,8,8,14
79.6172,8,8,14
79.6445,8,8,8
79.6719,8,8,14
79.6992,8,8,14
79.7266,8,8,14
79.7539,8,8,14
79.7812,8,8,14
79.8086,8,8,8
79.8359,8,8,14
79.8633,8,8,14
79.8906,8,8,14
79.918,8,8,14
79.9453,8,8,13
79.9727,8,8,14
80,8,8,14
80.0273,8,8,14
80.0547,8,8,14
80.082,8,8,14
80.1094,8,8,14
80.1367,8,8,14
80.1641,8,8,14
80.1914,8,8,14
80.2188,8,8,9
80.2461,8,8,14
80.2734,8,8,14
80.3008,8,8,14
80.3281,8,8,14
80.3555,8,8,14
80.3828,8,8,8
80.4102,8,8,13
80.4375,8,8,14
80.4648,8,8,14
80.4922,8,8,14
80.5195,8,8,14
80.5469,8,8,14
80.5742,8,8,14
80.6016,8,8,14
80.6289,8,8,14
80.6562,8,8,13
80.6836,8,8,14
80.7109,8,8,14
80.7383,8,8,14
80.7656,8,8,14
80.793,8,8,14
80.8203,8,8,14
80.8477,8,8,14
80.875,8,8,14
80.9023,8,8,14
80.9297,8,8,14
80.957,8,8,14
80.9844,8,8,14
81.0117,8,8,14
81.0391,8,8,14
81.0664,8,8,8
81.0938,8,8,14
81.1211,8,8,14
81.1484,8,8,14
81.1758,8,8,14
81.2031,8,8,14
81.2305,8,8,14
81.2578,8,8,11
81.2852,8,8,8
81.3125,8,8,14
81.3398,8,8,14
81.3672,8,8,14
81.3945,8,8,14
81.4219,8,8,14
81.4492,8,8,14
81.4766,8,8,14
81.5039,8,8,14
81.5312,8,8,14
81.5586,8,8,14
81.5859,8,8,14
81.6133,8,8,14
81.6406,8,8,14
81.668,8,8,14
81.6953,8,8,14
81.7227,8,8,14
81.75,8,8,14
81.7773,8,8,14
81.8047,8,8,14
81.832,8,8,14
81.8594,8,8,14
81.8867,8,8,14
81.9141,8,8,14
81.9414,8,8,14
81.9688,8,8,14
81.9961,8,8,14
82.0234,8,8,14
82.0508,8,8,14
82.0781,8,8,14
82.1055,8,8,14
82.1328,8,8,14
82.1602,8,8,14
82.1875,8,8,14
82.2148,8,8,11
82.2422,8,8,14
82.2695,8,8,14
82.2969,8,8,8
82.3242,8,8,13
82.3516,8,8,12
82.3789,8,8,12
82.4062,8,8,14
82.4336,8,8,14
82.4609,8,8,14
82.4883,8,8,14
82.5156,8,8,13
82.543,8,8,14
82.5703,8,8,14
82.5977,8,8,14
82.625,8,8,14
82.6523,8,8,14
82.6797,8,8,13
82.707,8,8,14
82.7344,8,8,14
82.7617,8,8,14
82.7891,8,8,14
82.8164,8,8,14
82.8438,8,8,14
82.8711,8,8,14
82.8984,8,8,14
82.9258,8,8,14
82.9531,8,8,14
82.9805,8,8,14
83.0078,8,8,14
83.0352,8,8,14
83.0625,8,8,14
83.0898,8,8,14
83.1172,8,8,14
83.1445,8,8,14
83.1719,8,8,14
83.1992,8,8,8
83.2266,8,8,14
83.2539,8,8,14
83.2812,8,8,11
83.3086,8,8,14
83.3359,8,8,14
83.3633,8,8,14
83.3906,8,8,14
83.418,8,8,14
83.4453,8,8,14
83.4727,8,8,14
83.5,8,8,14
83.5273,8,8,14
83.5547,8,8,14
83.582,8,8,14
83.6094,8,8,14
83.6367,8,8,8
83.6641,8,8,14
83.6914,8,8,14
83.7188,8,8,14
83.7461,8,8,14
83.7734,8,8,14
83.8008,8,8,14
83.8281,8,8,14
83.8555,8,8,14
83.8828,8,8,14
83.9102,8,8,14
83.9375,8,8,14
83.9648,8,8,14
83.9922,8,8,14
84.0195,8,8,14
84.0469,8,8,14
84.0742,8,8,14
84.1016,8,8,14
84.1289,8,8,14
84.1562,8,8,14
84.1836,8,8,14
84.2109,8,8,14
84.2383,8,8,15
84.2656,8,8,14
84.293,8,8,15
84.3203,8,8,14
84.3477,8,8,13
84.375,8,8,14
84.4023,8,8,14
84.4297,8,8,15
84.457,8,8,15
84.4844,8,8,14
84.5117,8,8,13
84.5391,8,8,14
84.5664,8,8,14
84.5938,8,8,15
84.6211,8,8,15
84.6484,8,8,14
84.6758,8,8,11
84.707,8,8,13
84.7383,8,8,14
84.7695,8,8,14
84.8008,8,8,15
84.832,8,8,10
84.8633,8,8,14
84.8945,8,8,13
84.9258,8,8,15
84.957,8,8,15
84.9883,8,8,14
85.0195,8,8,14
85.0508,8,8,15
85.082,8,8,14
85.1133,8,8,15
85.1445,8,8,14
85.1758,8,8,14
85.207,8,8,13
85.2383,8,8,14
85.2695,8,8,15
85.3008,8,8,15
85.332,8,8,14
85.3633,8,8,15
85.3945,8,8,10
85.4258,8,8,14
85.457,8,8,14
85.4883,8,8,14
85.5195,8,8,15
85.5508,8,8,14
85.582,8,8,15
85.6133,8,8,15
85.6445,8,8,14
85.6758,8,8,15
85.707,8,8,15
85.7383,8,8,14
85.7695,8,8,15
85.8008,8,8,14
85.832,8,8,15
85.8633,8,8,15
85.8945,8,8,15
85.9258,8,8,15
85.957,8,8,15
85.9883,8,8,15
86.0195,8,8,15
86.0508,8,8,15
86.082,8,8,15
86.1133,8,8,14
86.1445,8,8,15
86.1758,8,8,14
86.207,8,8,15
86.2383,8,8,14
86.2695,8,8,15
86.3008,8,8,15
86.332,8,8,15
86.3633,8,8,8
86.3945,8,8,15
86.4258,8,8,11
86.457,8,8,15
86.4883,8,8,11
86.5195,8,8,15
86.5508,8,8,14
86.582,8,8,15
86.6133,8,8,9
86.6445,8,8,15
86.6758,8,8,15
86.707,8,8,15
86.7383,8,8,15
86.7695,8,8,15
86.8008,8,8,15
86.832,8,8,14
86.8633,8,8,8
86.8945,8,8,15
86.9258,8,8,15
86.957,8,8,15
86.9883,8,8,15
87.0195,8,8,15
87.0508,8,8,15
87.082,8,8,15
87.1133,8,8,15
87.1445,8,8,15
87.1758,8,8,15
87.207,8,8,15
87.2383,8,8,15
87.2695,8,8,15
87.3008,8,8,15
87.332,8,8,15
87.3633,8,8,15
87.3945,8,8,15
87.4258,8,8,15
87.457,8,8,15
87.4883,8,8,15
87.5195,8,8,8
87.5508,8,8,15
87.582,8,8,15
87.6133,8,8,15
87.6445,8,8,15
87.6758,8,8,14
87.707,8,8,11
87.7383,8,8,15
87.7695,8,8,12
87.8008,8,8,14
87.832,8,8,15
87.8633,8,8,9
87.8945,8,8,15
87.9258,8,8,15
87.957,8,8,15
87.9883,8,8,15
88.0195,8,8,15
88.0508,8,8,9
88.082,8,8,15
88.1133,8,8,15
88.1445,8,8,15
88.1758,8,8,15
88.207,8,8,15
88.2383,8,8,15
88.2695,8,8,15
88.3008,8,8,8
88.332,8,8,15
88.3633,8,8,15
88.3945,8,8,15
88.4258,8,8,15
88.457,8,8,15
88.4883,8,8,15
88.5195,8,8,15
88.5508,8,8,15
88.582,8,8,15
88.6133,8,8,15
88.6445,8,8,15
88.6758,8,8,15
88.707,8,8,15
88.7383,8,8,15
88.7695,8,8,15
88.8008,8,8,15
88.832,8,8,15
88.8633,8,8,15
88.8945,8,8,15
88.9258,8,8,15
88.957,8,8,8
88.9883,8,8,15
89.0195,8,8,15
89.0508,8,8,15
89.082,8,8,11
89.1133,8,8,15
89.1445,8,8,15
89.1758,8,8,15
89.207,8,8,15
89.2383,8,8,15
89.2695,8,8,15
89.3008,8,8,15
89.332,8,8,14
89.3633,8,8,15
89.3945,8,8,15
89.4258,8,8,15
89.457,8,8,15
89.4883,8,8,15
89.5195,8,8,15
89.5508,8,8,15
89.582,8,8,15
89.6133,8,8,11
89.6445,8,8,11
89.6758,8,8,15
89.707,8,8,15
89.7383,8,8,15
89.7695,8,8,15
89.8008,8,8,15
89.832,8,8,15
89.8633,8,8,15
89.8945,8,8,15
89.9258,8,8,15
89.957,8,8,15
89.9883,8,8,15
90.0195,8,8,15
90.0508,8,8,15
90.082,8,8,15
90.1133,8,8,14
90.1445,8,8,15
90.1758,8,8,15
90.207,8,8,14
90.2383,8,8,15
90.2695,8,8,15
90.3008,8,8,15
90.332,8,8,15
90.3633,8,8,15
90.3945,8,8,15
90.4258,8,8,15
90.457,8,8,15
90.4883,8,8,13
90.5195,8,8,15
90.5547,8,8,15
90.5898,8,8,15
90.625,8,8,12
90.6602,8,8,15
90.6953,8,8,15
90.7305,8,8,15
90.7656,8,8,8
90.8008,8,8,15
90.8359,8,8,15
90.8711,8,8,15
90.9062,8,8,15
90.9414,8,8,9
90.9766,8,8,15
91.0117,8,8,15
91.0469,8,8,15
91.082,8,8,15
91.1172,8,8,15
91.1523,8,8,15
91.1875,8,8,15
91.2227,8,8,15
91.2578,8,8,15
91.293,8,8,15
91.3281,8,8,15
91.3633,8,8,15
91.3984,8,8,15
91.4336,8,8,15
91.4688,8,8,15
91.5039,8,8,15
91.5391,8,8,15
91.5742,8,8,8
91.6094,8,8,15
91.6445,8,8,15
91.6797,8,8,9
91.7148,8,8,15
91.75,8,8,15
91.7852,8,8,15
91.8203,8,8,15
91.8555,8,8,15
91.8906,8,8,15
91.9258,8,8,15
91.9609,8,8,15
91.9961,8,8,15
92.0312,8,8,15
92.0664,8,8,15
92.1016,8,8,15
92.1367,8,8,15
92.1719,8,8,15
92.207,8,8,15
92.2422,8,8,15
92.2773,8,8,15
92.3125,8,8,15
92.3477,8,8,15
92.3828,8,8,15
92.418,8,8,15
92.4531,8,8,15
92.4883,8,8,15
92.5234,8,8,15
92.5586,8,8,14
92.5938,8,8,15
92.6289,8,8,15
92.6641,8,8,15
92.6992,8,8,15
92.7344,8,8,15
92.7695,8,8,15
92.8047,8,8,15
92.8398,8,8,15
92.875,8,8,15
92.9102,8,8,15
92.9453,8,8,15
92.9805,8,8,15
93.0156,8,8,11
93.0508,8,8,15
93.0859,8,8,15
93.1211,8,8,15
93.1562,8,8,15
93.1914,8,8,15
93.2266,8,8,15
93.2617,8,8,8
93.2969,8,8,15
93.332,8,8,15
93.3672,8,8,15
93.4023,8,8,15
93.4375,8,8,15
93.4727,8,8,9
93.5078,8,8,15
93.543,8,8,15
93.5781,8,8,15
93.6133,8,8,15
93.6484,8,8,15
93.6836,8,8,15
93.7188,8,8,15
93.7539,8,8,15
93.7891,8,8,15
93.8242,8,8,15
93.8594,8,8,15
93.8945,8,8,15
93.9297,8,8,15
93.9648,8,8,15
94,8,8,15
94.0352,8,8,15
94.0703,8,8,15
94.1055,8,8,15
94.1406,8,8,15
94.1758,8,8,15
94.2109,8,8,15
94.2461,8,8,15
94.2812,8,8,15
94.3164,8,8,15
94.3516,8,8,15
94.3867,8,8,15
94.4219,8,8,15
94.457,8,8,15
94.4922,8,8,15
94.5273,8,8,15
94.5625,8,8,15
94.5977,8,8,15
94.6328,8,8,8
94.668,8,8,13
94.7031,8,8,15
94.7383,8,8,15
94.7734,8,8,15
94.8086,8,8,15
94.8438,8,8,15
94.8789,8,8,15
94.9141,8,8,15
94.9492,8,8,15
94.9844,8,8,15
95.0195,8,8,15
95.0547,8,8,11
95.0898,8,8,15
95.125,8,8,15
95.1602,8,8,15
95.1953,8,8,15
95.2305,8,8,15
95.2656,8,8,15
95.3008,8,8,15
95.3359,8,8,15
95.3711,8,8,15
95.4062,8,8,15
95.4414,8,8,11
95.4766,8,8,15
95.5117,8,8,15
95.5469,8,8,16
95.582,8,8,15
95.6172,8,8,15
95.6523,8,8,13
95.6875,8,8,15
95.7227,8,8,15
95.7578,8,8,15
95.793,8,8,8
95.8281,8,8,15
95.8633,8,8,15
95.8984,8,8,15
95.9336,8,8,15
95.9688,8,8,15
96.0039,8,8,15
96.043,8,8,16
96.082,8,8,15
96.1211,8,8,15
96.1602,8,8,15
96.1992,8,8,15
96.2383,8,8,15
96.2773,8,8,15
96.3164,8,8,15
96.3555,8,8,15
96.3945,8,8,11
96.4336,8,8,15
96.4727,8,8,15
96.5117,8,8,15
96.5508,8,8,16
96.5898,8,8,16
96.6289,8,8,15
96.668,8,8,15
96.707,8,8,15
96.7461,8,8,15
96.7852,8,8,15
96.8242,8,8,15
96.8633,8,8,16
96.9023,8,8,16
96.9414,8,8,16
96.9805,8,8,16
97.0195,8,8,15
97.0586,8,8,15
97.0977,8,8,15
97.1367,8,8,15
97.1758,8,8,16
97.2148,8,8,16
97.2539,8,8,15
97.293,8,8,16
97.332,8,8,16
97.3711,8,8,15
97.4102,8,8,15
97.4492,8,8,15
97.4883,8,8,16
97.5273,8,8,15
97.5664,8,8,16
97.6055,8,8,15
97.6445,8,8,16
97.6836,8,8,15
97.7227,8,8,15
97.7617,8,8,16
97.8008,8,8,13
97.8398,8,8,16
97.8789,8,8,16
97.918,8,8,16
97.957,8,8,15
97.9961,8,8,15
98.0352,8,8,16
98.0742,8,8,15
98.1133,8,8,16
98.1523,8,8,16
98.1914,8,8,16
98.2305,8,8,16
98.2695,8,8,15
98.3086,8,8,15
98.3477,8,8,16
98.3867,8,8,16
98.4258,8,8,15
98.4648,8,8,16
98.5039,8,8,16
98.543,8,8,15
98.582,8,8,16
98.6211,8,8,15
98.6602,8,8,16
98.6992,8,8,15
98.7383,8,8,15
98.7773,8,8,16
98.8164,8,8,16
98.8555,8,8,16
98.8945,8,8,15
98.9336,8,8,16
98.9727,8,8,16
99.0117,8,8,15
99.0508,8,8,16
99.0898,8,8,8
99.1289,8,8,8
99.168,8,8,16
99.207,8,8,16
99.2461,8,8,16
99.2852,8,8,16
99.3242,8,8,16
99.3633,8,8,16
99.4023,8,8,16
99.4414,8,8,16
99.4805,8,8,15
99.5195,8,8,16
99.5586,8,8,16
99.5977,8,8,16
99.6367,8,8,16
99.6758,8,8,16
99.7148,8,8,16
99.7539,8,8,16
99.793,8,8,16
